Cohort ID	Likelihood Weights	Mortality Prob
0	5.47679468801e-06	0.133404400941
1	7.9677679894e-12	0.194064898688
2	2.02609508802e-27	0.0500228749635
3	0.00513419055974	0.110466514526
4	0.00012603518403	0.0793511781634
5	1.49300016263e-11	0.0684677189538
6	0.00196589174796	0.0872520422755
7	0.000428884205148	0.119112145409
8	2.79618982925e-05	0.129353494846
9	1.3660294808e-07	0.157763346801
10	8.42720483045e-06	0.133838902881
11	3.96354870979e-12	0.187043900079
12	0.00569273576394	0.0908904499463
13	1.01586339893e-14	0.225623487278
14	1.31289565798e-26	0.0554775186396
15	1.04606912723e-12	0.184093502036
16	4.29769646819e-05	0.133460960473
17	9.49494793351e-09	0.161737965689
18	2.47315610282e-07	0.078077387719
19	0.00321659677121	0.089620297817
20	3.76169514634e-13	0.210148913735
21	2.85704587964e-17	0.243652315144
22	0.00223389382024	0.112684835632
23	1.67716462917e-12	0.188464523134
24	6.58633492042e-15	0.225277830459
25	1.01621592646e-15	0.228921332701
26	1.05551967265e-11	0.067008842274
27	2.37726043564e-17	0.0578109566466
28	0.00108233804355	0.0839660839129
29	3.12247944107e-15	0.225628500686
30	7.17596529728e-09	0.0696693667666
31	5.34205463889e-05	0.134221525001
32	3.74053710315e-17	0.24157790603
33	5.99950140717e-08	0.156633056995
34	2.89546346937e-12	0.18837542279
35	0.00233584645768	0.113103126201
36	6.19458639549e-11	0.187300185536
37	7.19873572889e-15	0.216925134379
38	5.93234742262e-36	0.0536576554688
39	1.69209039016e-12	0.200028862989
40	4.34768024881e-17	0.247772217781
41	1.63943791653e-14	0.199633130876
42	0.00402436493361	0.106088798413
43	7.94487960011e-15	0.20785586569
44	1.8646321888e-07	0.0706452013155
45	3.51499007e-06	0.139578705235
46	9.17508049576e-16	0.231719100619
47	0.00625703999883	0.108722829675
48	0.00143414542367	0.107555067717
49	3.80459498277e-06	0.0760057144237
50	8.40177036025e-33	0.0538733915741
51	4.81154230377e-11	0.185767106588
52	0.00920686653698	0.0923256232
53	0.00978001628643	0.103109331874
54	2.8100725111e-07	0.148314631856
55	1.05855966026e-15	0.0606725090234
56	7.56964025364e-10	0.164823521098
57	0.000984326180876	0.0793457149812
58	5.80603677835e-09	0.167861107381
59	3.72945236893e-12	0.189951672004
60	1.09864225136e-08	0.0704668857656
61	3.24726394882e-05	0.132811197564
62	9.31001297386e-13	0.188880031546
63	4.31661838521e-05	0.132835853905
64	5.32302157885e-16	0.0599906917892
65	6.96220076448e-08	0.157179281183
66	3.52201295496e-11	0.182758929044
67	1.26691582674e-07	0.152977822412
68	3.3748183805e-16	0.238918951198
69	4.96655384417e-08	0.1673110081
70	3.73835752974e-15	0.230680383058
71	4.47074456434e-05	0.0774949408292
72	2.23156850799e-05	0.0778552694502
73	1.76618024484e-13	0.211478257742
74	4.85704937362e-05	0.129535367397
75	0.000136872560706	0.0830708394234
76	2.04496961953e-16	0.235501716079
77	0.000922997392918	0.119553171949
78	4.0842585495e-13	0.200162420627
79	1.73765130098e-12	0.19519959707
80	4.89209463067e-15	0.226661218241
81	1.90955558266e-09	0.174734441411
82	2.44232636804e-13	0.200188486805
83	0.000332763244446	0.119779668396
84	0.00555362690758	0.103985578353
85	7.94980922918e-16	0.229177243639
86	1.60521582611e-05	0.135618237974
87	1.28744350795e-16	0.24296800943
88	1.37272689134e-10	0.182688299564
89	1.16117661965e-10	0.174339144042
90	3.07703619589e-07	0.0729491945907
91	3.78324225961e-16	0.239897851741
92	1.04634309749e-06	0.139982426696
93	5.84732719e-09	0.165677922877
94	9.5208571933e-05	0.131627360552
95	0.00644414233544	0.0974053960486
96	1.53148069696e-14	0.230675904112
97	5.68384755264e-09	0.164735897334
98	3.32884709663e-37	0.0505740654062
99	1.14276909163e-10	0.173428982724
100	0.000574667713023	0.115328980354
101	1.69922576312e-07	0.155411620452
102	4.17193998403e-15	0.227188419862
103	0.00122476111487	0.121453952
104	1.67239755721e-15	0.231707030184
105	8.414465328e-10	0.174672023158
106	8.48894046939e-36	0.0531642485693
107	1.11040342742e-16	0.235887446749
108	4.96550445967e-12	0.188179383503
109	4.51191145931e-16	0.24946457009
110	0.000967287565243	0.0844681016691
111	6.52821674398e-05	0.0774271499258
112	1.69298398826e-16	0.236519092607
113	8.90320427588e-12	0.189363632298
114	2.66074889227e-10	0.0632000345444
115	2.93648929976e-13	0.20109261052
116	2.67826622142e-13	0.200775237692
117	1.28459149129e-15	0.234604907109
118	6.67127762157e-13	0.192304951726
119	9.7734033477e-07	0.0748541923944
120	9.20664499081e-31	0.053976026768
121	2.53747050634e-21	0.0552421973755
122	3.481086002e-23	0.0556612976042
123	0.0102628385778	0.0992422135206
124	1.56159248124e-14	0.222005589737
125	1.36077318642e-08	0.157766212868
126	4.86065180621e-09	0.160564395737
127	1.63943791653e-14	0.218406178472
128	1.72386651677e-05	0.074834663024
129	0.00809084582511	0.105836735802
130	7.62715151268e-10	0.167151854292
131	2.27067927681e-16	0.243919149664
132	5.9307601519e-09	0.162206043851
133	1.0843035049e-41	0.0537294578746
134	7.24927713867e-14	0.210126534536
135	0.00910739656821	0.0965948547682
136	2.31066770585e-13	0.211421039124
137	8.21466672615e-05	0.127572128813
138	6.78455551829e-15	0.222708370912
139	1.61873851773e-12	0.199424328547
140	5.00121826906e-09	0.161248046798
141	0.000114132706188	0.0772910451321
142	6.28939200093e-14	0.0619835379024
143	3.72525372253e-06	0.0742686911481
144	1.87947116589e-20	0.058910375709
145	1.0055510713e-06	0.0714988258212
146	0.00846367950394	0.0951418677216
147	1.54849925559e-12	0.192597796077
148	3.32279769004e-09	0.161943396411
149	7.91679282291e-26	0.0525111960318
150	1.66549940755e-11	0.0643948559379
151	1.30700470337e-17	0.243455266
152	4.90199059034e-08	0.163620092384
153	0.00654237217566	0.0906586469322
154	0.0100990955374	0.100465148914
155	5.14015826275e-12	0.198765170815
156	0.00115507280903	0.0890858962219
157	3.59718556223e-09	0.166271785455
158	9.77899066007e-17	0.244003997818
159	2.76483264882e-14	0.219365760298
160	0.0105599346632	0.0979695518295
161	1.6384098427e-06	0.148753942854
162	1.49804562486e-10	0.173991143676
163	8.76683923554e-15	0.21579617991
164	0.00143031902664	0.0813582789292
165	3.63588908857e-26	0.0537152404355
166	1.60933266132e-13	0.0640044287438
167	1.24655528635e-06	0.147269022187
168	2.87651273874e-10	0.171265892331
169	4.18306738667e-09	0.163770287417
170	0.00158948369373	0.113472481864
171	1.17164465178e-17	0.247723230882
172	4.12351934086e-09	0.165949043849
173	7.68765188844e-05	0.126028234525
174	6.74109049166e-08	0.160189643824
175	5.31896046725e-13	0.199066886181
176	9.1302944518e-11	0.183846578691
177	0.0100441180953	0.102983911533
178	1.40288283501e-14	0.0632669668857
179	4.43175077125e-05	0.124016839583
